model,domain,position,rci_cold,var_ratio,mutual_info_proxy
Claude Haiku (Phil),Philosophy,4,0.8233043003082275,0.9260612,0.0739387869834899
Claude Haiku (Phil),Philosophy,5,0.3656176981329918,1.7299061,-0.7299060821533203
Claude Haiku (Phil),Philosophy,6,0.6142411839962005,0.70867604,0.2913239598274231
Claude Haiku (Phil),Philosophy,7,0.7525020480155945,0.52751553,0.4724844694137573
Claude Haiku (Phil),Philosophy,8,0.6590120840072632,1.0457312,-0.0457311868667602
Claude Haiku (Phil),Philosophy,9,0.5203559875488282,0.66652596,0.3334740400314331
Claude Haiku (Phil),Philosophy,10,0.5081654816865921,1.2649546,-0.2649545669555664
Claude Haiku (Phil),Philosophy,11,0.4315790593624115,0.5363369,0.463663101196289
Claude Haiku (Phil),Philosophy,12,0.7240268087387085,1.2280512,-0.2280511856079101
Claude Haiku (Phil),Philosophy,13,0.594851438999176,1.193919,-0.1939189434051513
Claude Haiku (Phil),Philosophy,14,0.7200193977355958,1.0397662,-0.0397661924362182
Claude Haiku (Phil),Philosophy,15,0.7960057210922241,0.99145764,0.0085423588752746
Claude Haiku (Phil),Philosophy,16,0.7609056603908538,1.0843555,-0.0843554735183715
Claude Haiku (Phil),Philosophy,17,0.6324319863319396,1.0068524,-0.006852388381958
Claude Haiku (Phil),Philosophy,18,0.4837251782417297,1.0857304,-0.0857304334640502
Claude Haiku (Phil),Philosophy,19,0.5762962698936462,1.1669136,-0.166913628578186
Claude Haiku (Phil),Philosophy,20,0.6186749815940857,1.1001691,-0.1001690626144409
Claude Haiku (Phil),Philosophy,21,0.7113287937641144,0.84992564,0.1500743627548217
Claude Haiku (Phil),Philosophy,22,0.7353154456615448,1.0567569,-0.056756854057312
Claude Haiku (Phil),Philosophy,23,0.7658987319469452,1.1210787,-0.1210787296295166
Claude Haiku (Phil),Philosophy,24,0.5516780418157577,0.8871549,0.1128451228141784
Claude Haiku (Phil),Philosophy,25,0.6497891855239868,1.1370159,-0.1370159387588501
Claude Haiku (Phil),Philosophy,26,0.5936185282468796,1.0803592,-0.0803592205047607
Claude Haiku (Phil),Philosophy,27,0.7993803739547729,1.0669725,-0.0669724941253662
Claude Haiku (Phil),Philosophy,28,0.6774443674087525,1.0415155,-0.0415154695510864
Claude Haiku (Phil),Philosophy,29,0.7246257722377777,1.0841794,-0.084179401397705
Claude Haiku (Phil),Philosophy,30,0.7182166767120362,0.95617217,0.0438278317451477
Gemini Flash (Phil),Philosophy,1,0.9600364792346956,1.1047238,-0.1047238111495971
Gemini Flash (Phil),Philosophy,2,0.6676516956090928,1.2573025,-0.2573025226593017
Gemini Flash (Phil),Philosophy,3,0.8747726249694824,0.830734,0.1692659854888916
Gemini Flash (Phil),Philosophy,4,0.6639814168214798,0.70269006,0.297309935092926
Gemini Flash (Phil),Philosophy,5,0.5455475801229477,0.947165,0.0528349876403808
Gemini Flash (Phil),Philosophy,6,0.515223408639431,0.80236834,0.1976316571235656
Gemini Flash (Phil),Philosophy,7,0.5026028253138065,1.1974587,-0.1974587440490722
Gemini Flash (Phil),Philosophy,8,0.5728389793634414,0.81496483,0.1850351691246032
Gemini Flash (Phil),Philosophy,9,0.5522000536322593,0.83406264,0.1659373641014099
Gemini Flash (Phil),Philosophy,10,0.7346535342931747,1.4334904,-0.4334903955459595
Gemini Flash (Phil),Philosophy,11,0.3769547390937805,0.5206566,0.4793434143066406
Gemini Flash (Phil),Philosophy,12,0.8550048625469208,1.5079144,-0.5079144239425659
Gemini Flash (Phil),Philosophy,13,0.7379925262928009,0.6398371,0.3601629137992859
Gemini Flash (Phil),Philosophy,14,0.665339652299881,1.3185678,-0.3185677528381347
Gemini Flash (Phil),Philosophy,15,0.8714898550510406,1.2412608,-0.2412607669830322
Gemini Flash (Phil),Philosophy,16,0.6823625022172928,1.5051566,-0.5051566362380981
Gemini Flash (Phil),Philosophy,17,0.6719342631101608,0.87829584,0.1217041611671447
Gemini Flash (Phil),Philosophy,18,0.4397044783830642,1.073076,-0.0730760097503662
Gemini Flash (Phil),Philosophy,19,0.578657197356224,0.97854245,0.021457552909851
Gemini Flash (Phil),Philosophy,20,0.6694621485471726,1.6670556,-0.667055606842041
Gemini Flash (Phil),Philosophy,21,0.6454529601335526,1.8103887,-0.8103886842727661
Gemini Flash (Phil),Philosophy,22,0.8007665377855301,0.8975194,0.1024805903434753
Gemini Flash (Phil),Philosophy,23,0.6626906865835189,0.57757205,0.4224279522895813
Gemini Flash (Phil),Philosophy,24,0.621344946026802,2.777195,-1.7771949768066406
Gemini Flash (Phil),Philosophy,25,0.7602544581890106,1.1151297,-0.1151297092437744
Gemini Flash (Phil),Philosophy,26,0.5369915801286698,1.1333503,-0.1333502531051635
Gemini Flash (Phil),Philosophy,27,0.8902817523479462,1.381817,-0.3818169832229614
Gemini Flash (Phil),Philosophy,28,0.5920472085475922,0.8415484,0.1584516167640686
Gemini Flash (Phil),Philosophy,29,0.5936812907457352,1.0183097,-0.0183097124099731
Gemini Flash (Phil),Philosophy,30,0.6187261486053467,0.77892745,0.2210725545883178
Gemini Flash (Med),Medical,1,0.8715495270490646,0.94098526,0.0590147376060485
Gemini Flash (Med),Medical,2,0.6247333359718322,0.5927314,0.4072685837745666
Gemini Flash (Med),Medical,3,0.4833123292401433,1.9323974,-0.9323973655700684
Gemini Flash (Med),Medical,4,0.5595413321256637,0.7263419,0.2736580967903137
Gemini Flash (Med),Medical,5,0.6714012038707733,2.0491178,-1.0491178035736084
Gemini Flash (Med),Medical,6,0.5666113084554673,1.1806579,-0.1806578636169433
Gemini Flash (Med),Medical,7,0.7020143496990204,0.8116107,0.1883893013000488
Gemini Flash (Med),Medical,8,0.2965273413062095,0.6710347,0.3289653062820434
Gemini Flash (Med),Medical,9,0.8018331170082093,2.4061453,-1.4061453342437744
Gemini Flash (Med),Medical,10,0.3082433333992958,0.7786611,0.2213389277458191
Gemini Flash (Med),Medical,11,0.7012668180465699,0.8167541,0.1832458972930908
Gemini Flash (Med),Medical,12,0.37721425563097,0.662841,0.3371589779853821
Gemini Flash (Med),Medical,13,0.6350993829965591,0.7164235,0.283576488494873
Gemini Flash (Med),Medical,14,0.7779410606622696,1.0307143,-0.0307142734527587
Gemini Flash (Med),Medical,15,0.6850105625391006,1.3005172,-0.300517201423645
Gemini Flash (Med),Medical,16,0.5241237694025039,1.2459224,-0.2459224462509155
Gemini Flash (Med),Medical,17,0.7206468939781189,1.5793185,-0.5793185234069824
Gemini Flash (Med),Medical,18,0.6297006607055664,1.6459718,-0.6459717750549316
Gemini Flash (Med),Medical,19,0.5759368485212326,1.3982908,-0.398290753364563
Gemini Flash (Med),Medical,20,0.652128432393074,1.6980616,-0.6980615854263306
Gemini Flash (Med),Medical,21,0.4113318207859993,0.91788214,0.0821178555488586
Gemini Flash (Med),Medical,22,0.4032307028770446,0.7743111,0.2256888747215271
Gemini Flash (Med),Medical,23,0.6722544658184052,1.9910893,-0.9910893440246582
Gemini Flash (Med),Medical,24,0.5227513453364372,0.4227349,0.5772651135921478
Gemini Flash (Med),Medical,25,0.5558004403114318,1.7361552,-0.7361551523208618
Gemini Flash (Med),Medical,26,0.4355308955907822,0.8979457,0.1020542979240417
Gemini Flash (Med),Medical,27,0.5764746785163879,4.106887,-3.106886863708496
Gemini Flash (Med),Medical,28,0.5578332543373108,1.479786,-0.4797860383987427
Gemini Flash (Med),Medical,29,0.7122906666994094,1.4818568,-0.4818568229675293
Gemini Flash (Med),Medical,30,0.1768040847452357,0.60351473,0.3964852690696716
DeepSeek V3.1 (Med),Medical,1,0.8414889621734619,0.93709713,0.0629028677940368
DeepSeek V3.1 (Med),Medical,2,0.7935600876808167,1.0976409,-0.0976408720016479
DeepSeek V3.1 (Med),Medical,3,0.5961618053913117,0.9089528,0.0910472273826599
DeepSeek V3.1 (Med),Medical,4,0.7511077290773391,1.2947907,-0.2947907447814941
DeepSeek V3.1 (Med),Medical,5,0.7521536612510681,1.9021666,-0.9021666049957277
DeepSeek V3.1 (Med),Medical,6,0.6505729150772095,1.0593485,-0.0593484640121459
DeepSeek V3.1 (Med),Medical,7,0.8298804235458374,1.1268492,-0.1268491744995117
DeepSeek V3.1 (Med),Medical,8,0.6185921889543533,0.62638503,0.3736149668693542
DeepSeek V3.1 (Med),Medical,9,0.8472073614597321,1.2479625,-0.247962474822998
DeepSeek V3.1 (Med),Medical,10,0.280955881178379,0.5109577,0.4890422821044922
DeepSeek V3.1 (Med),Medical,11,0.8176256775856018,0.91196567,0.0880343317985534
DeepSeek V3.1 (Med),Medical,12,0.43618343770504,0.8474203,0.1525797247886657
DeepSeek V3.1 (Med),Medical,13,0.7744898939132691,1.4203788,-0.4203788042068481
DeepSeek V3.1 (Med),Medical,14,0.8220151364803314,0.87965024,0.1203497648239135
DeepSeek V3.1 (Med),Medical,15,0.7198842453956604,1.5284035,-0.5284035205841064
DeepSeek V3.1 (Med),Medical,16,0.7297974562644959,1.3943776,-0.394377589225769
DeepSeek V3.1 (Med),Medical,17,0.823189537525177,0.9688458,0.0311542153358459
DeepSeek V3.1 (Med),Medical,18,0.7754865550994873,1.074655,-0.0746550559997558
DeepSeek V3.1 (Med),Medical,19,0.7417617201805115,1.0059569,-0.0059568881988525
DeepSeek V3.1 (Med),Medical,20,0.8552902901172638,0.91153675,0.0884632468223571
DeepSeek V3.1 (Med),Medical,21,0.4587492102384567,0.4793004,0.5206995904445648
DeepSeek V3.1 (Med),Medical,22,0.5720167940855027,0.5833911,0.4166089296340942
DeepSeek V3.1 (Med),Medical,23,0.8216472470760345,1.3261403,-0.326140284538269
DeepSeek V3.1 (Med),Medical,24,0.7650477290153503,1.2093309,-0.2093309164047241
DeepSeek V3.1 (Med),Medical,25,0.5701739323139191,1.4954149,-0.4954148530960083
DeepSeek V3.1 (Med),Medical,26,0.4820971947908401,0.6658704,0.3341295719146728
DeepSeek V3.1 (Med),Medical,27,0.7100894582271576,2.159348,-1.1593480110168457
DeepSeek V3.1 (Med),Medical,28,0.6906539428234101,1.3062841,-0.3062840700149536
DeepSeek V3.1 (Med),Medical,29,0.6902178359031678,0.7765462,0.2234538197517395
DeepSeek V3.1 (Med),Medical,30,0.181782517619431,0.47763428,0.5223657190799713
Llama 4 Maverick (Med),Medical,1,0.8739516270160675,0.91873246,0.0812675356864929
Llama 4 Maverick (Med),Medical,2,0.828389755487442,1.1094487,-0.1094486713409423
Llama 4 Maverick (Med),Medical,3,0.402642228603363,0.5568343,0.4431657195091247
Llama 4 Maverick (Med),Medical,4,0.8698833632469177,1.3382324,-0.3382323980331421
Llama 4 Maverick (Med),Medical,5,0.7897984945774078,1.5791337,-0.5791337490081787
Llama 4 Maverick (Med),Medical,6,0.633583368062973,0.88628715,0.1137128472328186
Llama 4 Maverick (Med),Medical,7,0.8693264055252076,1.9346061,-0.9346060752868652
Llama 4 Maverick (Med),Medical,8,0.6090311592817307,1.4880828,-0.4880827665328979
Llama 4 Maverick (Med),Medical,9,0.824086811542511,1.2508271,-0.2508270740509033
Llama 4 Maverick (Med),Medical,10,0.2303622768446803,0.45188582,0.5481141805648804
Llama 4 Maverick (Med),Medical,11,0.8095514714717865,1.2178164,-0.2178163528442382
Llama 4 Maverick (Med),Medical,12,0.3715479055047035,0.8199463,0.1800537109375
Llama 4 Maverick (Med),Medical,13,0.7955078196525573,1.4819318,-0.4819318056106567
Llama 4 Maverick (Med),Medical,14,0.7687642180919647,0.933319,0.0666810274124145
Llama 4 Maverick (Med),Medical,15,0.8127461087703705,1.4049684,-0.4049683809280395
Llama 4 Maverick (Med),Medical,16,0.7047463881969452,0.84074897,0.1592510342597961
Llama 4 Maverick (Med),Medical,17,0.7435062539577484,1.0280137,-0.0280137062072753
Llama 4 Maverick (Med),Medical,18,0.5603637629747391,0.31208944,0.6879105567932129
Llama 4 Maverick (Med),Medical,19,0.7089881587028504,2.2262526,-1.226252555847168
Llama 4 Maverick (Med),Medical,20,0.789333678483963,1.2655438,-0.2655438184738159
Llama 4 Maverick (Med),Medical,21,0.4068332582712173,0.64353013,0.3564698696136474
Llama 4 Maverick (Med),Medical,22,0.6178696000576019,1.430191,-0.4301910400390625
Llama 4 Maverick (Med),Medical,23,0.8099938380718231,0.94844013,0.0515598654747009
Llama 4 Maverick (Med),Medical,24,0.8637003898620605,1.7127153,-0.7127152681350708
Llama 4 Maverick (Med),Medical,25,0.6671381956338882,1.1407431,-0.1407431364059448
Llama 4 Maverick (Med),Medical,26,0.6687349116802216,1.3497258,-0.3497258424758911
Llama 4 Maverick (Med),Medical,27,0.8279600763320922,1.7009107,-0.7009106874465942
Llama 4 Maverick (Med),Medical,28,0.7618884074687958,1.1757709,-0.175770878791809
Llama 4 Maverick (Med),Medical,29,0.7761354279518128,0.6078616,0.3921384215354919
Llama 4 Maverick (Med),Medical,30,0.1088542460650205,2.6443398,-1.6443397998809814
Llama 4 Scout (Med),Medical,1,0.8464957249164581,0.92161334,0.0783866643905639
Llama 4 Scout (Med),Medical,2,0.8156600147485733,1.6175302,-0.6175302267074585
Llama 4 Scout (Med),Medical,3,0.4413845509290695,1.006372,-0.0063719749450683
Llama 4 Scout (Med),Medical,4,0.7455682945251465,1.9940469,-0.9940469264984132
Llama 4 Scout (Med),Medical,5,0.7404224324226379,1.3447618,-0.344761848449707
Llama 4 Scout (Med),Medical,6,0.6060940116643906,0.59423804,0.4057619571685791
Llama 4 Scout (Med),Medical,7,0.851038624048233,0.93436795,0.0656320452690124
Llama 4 Scout (Med),Medical,8,0.6037134855985642,1.0174655,-0.0174654722213745
Llama 4 Scout (Med),Medical,9,0.837527676820755,1.6308223,-0.6308223009109497
Llama 4 Scout (Med),Medical,10,0.1747638939321041,3.0150466,-2.0150465965271
Llama 4 Scout (Med),Medical,11,0.859505786895752,1.4873278,-0.4873278141021728
Llama 4 Scout (Med),Medical,12,0.2799204328516498,0.44759622,0.5524037778377533
Llama 4 Scout (Med),Medical,13,0.790358589887619,1.2445052,-0.2445051670074463
Llama 4 Scout (Med),Medical,14,0.8576711738109588,0.83494526,0.1650547385215759
Llama 4 Scout (Med),Medical,15,0.7932574844360352,1.3644756,-0.3644756078720093
Llama 4 Scout (Med),Medical,16,0.6916053307056427,1.6324735,-0.6324734687805176
Llama 4 Scout (Med),Medical,17,0.7480237567424775,1.1962048,-0.1962047815322876
Llama 4 Scout (Med),Medical,18,0.6572729206085205,0.88477606,0.1152239441871643
Llama 4 Scout (Med),Medical,19,0.7871685409545899,1.6564567,-0.656456708908081
Llama 4 Scout (Med),Medical,20,0.8306283378601074,1.7695284,-0.7695283889770508
Llama 4 Scout (Med),Medical,21,0.3727186250686645,1.4532397,-0.4532396793365478
Llama 4 Scout (Med),Medical,22,0.6261001616716385,1.1768062,-0.1768062114715576
Llama 4 Scout (Med),Medical,23,0.8158721542358398,1.3220676,-0.3220676183700561
Llama 4 Scout (Med),Medical,24,0.8686493134498596,1.4295717,-0.4295717477798462
Llama 4 Scout (Med),Medical,25,0.5890535479784011,2.2714522,-1.2714521884918213
Llama 4 Scout (Med),Medical,26,0.6863241052627563,1.4781504,-0.4781503677368164
Llama 4 Scout (Med),Medical,27,0.8495415329933167,2.1052673,-1.1052672863006592
Llama 4 Scout (Med),Medical,28,0.7354299223423004,1.540676,-0.5406759977340698
Llama 4 Scout (Med),Medical,29,0.7741849040985107,1.4655834,-0.4655834436416626
Llama 4 Scout (Med),Medical,30,0.0238354754983447,7.463018,-6.46301794052124
